Cont1,Cont2,Cont3,Cont4,Cont5,Cont6,Cont7,Cont8,Cont9,Cont10
39,0,95,0,44,0,39,44,0,1
95,0,95,0,44,0,41,44,0,1
42,0,95,0,44,0,44,51,2,1
47,-5.0,95,0,44,0,61.0,44,0,1
95,0,95,0,44,2,54.0,44,22.0,1
49,0,95,0,44,-25,34.0,44,2,1
55,0,77,0,44,-19,21.0,44,76.0,4
43,0,77,0,44,-15,34.0,51,2,1
95,0,95,0,44,1,40,51,82,4
46,-3.0,95,0,44,0,38.0,44,0,1
79,0,95,0,44,14,4.0,124.0,120.0,1
95,0,76,0,44,6,31.0,44,0,1
41,0,95,0,44,0,37.0,44,0,1
80,0,95,0,44,0,4.0,112.0,108.0,1
95,0,95,0,44,9,68.0,51,2,1
39,0,77,0,44,0,37.0,51,0,1
45,-1,95,0,44,7,51,44,0,1
95,0,95,0,44,31,41,44,4.0,1
95,-5.0,95,0,44,0,4.0,121.0,116.0,1
41,0,95,0,44,-29,40,44,2,1
53,0,95,0,44,11,51,51,82,1
48,0,95,0,50,28,34.0,44,82,1
95,0,95,0,44,-27,41,44,16.0,4
56,0,95,0,44,-26,51,44,2,1
37,0,76,0,44,7,39,50,82,1
44,0,95,0,44,12,34.0,44,0,1
49,0,95,0,44,-22,51,44,2,1
56,0,95,0,44,2,40,44,20.0,4
41,0,76,0,44,-19,34.0,44,2,1
56,0,95,0,44,4,42,44,14.0,4
44,0,95,0,44,0,1,44,32.0,1
43,-1,95,0,44,0,40,51,2,1
55,0,95,0,44,-6,51,44,8,4
56,0,95,0,44,-10,51,40,82,4
45,0,95,0,44,-15,39,51,2,1
37,0,77,0,-24,0,41,103,62.0,1
53,0,77,0,28,0,24.0,51,24.0,4
51,0,95,0,50,0,28.0,44,2,1
37,0,76,0,28,27,39,47,8,1
95,0,95,0,44,11,33.0,44,82,1
37,0,77,0,44,-13,41,44,2,1
95,0,95,0,44,27,51,40,0,1
51,0,95,0,44,0,27.0,44,0,1
55,0,95,0,44,0,41,44,12.0,1
47,-1,77,0,44,0,31.0,44,0,1
37,-31.0,95,0,44,0,43.0,44,2,1
56,0,95,0,44,0,25.0,44,58.0,4
37,0,95,0,44,0,43.0,44,6.0,1
37,0,77,0,44,0,41,44,36.0,1
56,0,95,0,44,-18,22,44,48.0,4
37,0,76,0,44,-11,40,44,18.0,1
49,0,95,0,44,0,31.0,44,2,1
56,-4.0,95,0,44,0,51,40,0,1
49,0,95,0,50,0,37.0,51,0,1
41,0,95,0,44,31,53.0,44,0,1
40,0,95,0,44,0,36.0,44,82,1
55,0,95,0,44,0,30.0,44,0,1
44,0,95,0,44,-24,38.0,40,2,1
49,0,95,0,44,-18,34.0,44,2,1
95,0,77,0,-24,0,21.0,103,82.0,1
49,0,95,0,50,15,29.0,44,0,1
44,0,95,0,44,-30,51,44,2,1
37,-1,95,0,44,0,42,51,14.0,1
46,0,95,0,44,-22,35.0,44,2,1
77,0,95,0,44,0,4.0,125.0,122.0,1
44,0,95,0,44,-16,1,44,32.0,1
95,0,95,0,44,0,51,120.0,116.0,1
41,0,95,0,44,3,45.0,44,0,1
55,0,95,0,44,0,32.0,44,2,1
45,0,95,-24,44,0,42,44,2,1
45,0,95,0,44,24,43.0,42,0,1
41,0,77,0,44,0,36.0,44,0,1
95,0,77,0,44,7,40,44,82,1
49,0,95,0,44,-18,51,44,2,1
53,0,95,0,44,2,35.0,44,0,1
46,0,95,0,44,0,51,44,82,1
44,0,77,0,44,0,33.0,44,0,1
43,0,95,0,44,0,37.0,44,2,1
45,0,77,0,44,-23,31.0,44,2,1
37,0,95,0,44,-6,51,51,14.0,1
44,0,95,0,44,0,51,44,0,1
49,0,95,0,44,0,51,44,2,1
82,0,95,0,44,7,5.0,128.0,124.0,1
37,0,95,0,44,0,54.0,44,24.0,1
37,0,76,0,44,0,39,42,2,1
55,0,95,0,44,0,51,44,50,4
37,-1,95,0,44,0,41,51,4.0,1
44,-2.0,95,0,44,0,47.0,44,0,1
43,0,95,0,44,0,43.0,51,2,1
95,0,95,0,44,-11,46.0,44,82,1
37,0,95,0,44,-16,42,44,82,1
95,0,95,0,44,0,51,51,2,1
37,0,95,0,44,0,43.0,44,20.0,1
95,0,76,0,44,0,28.0,44,0,1
57,-3.0,95,0,44,0,23.0,44,0,1
95,0,95,0,50,0,57.0,44,0,1
44,0,95,0,44,19,51,44,0,1
49,0,77,0,44,-17,29.0,51,2,1
37,0,95,0,44,9,51,44,28.0,1
95,0,95,0,44,0,38.0,40,2,1
44,0,95,0,44,0,43.0,44,2,1
55,0,95,0,44,9,36.0,44,60,4
41,0,95,0,44,-10,39,44,2,1
41,0,95,0,44,9,45.0,44,0,1
45,0,95,0,44,-10,51,44,2,1
37,0,95,0,28,7,69.0,44,8,1
55,0,77,0,44,0,21.0,44,68.0,1
95,0,95,0,44,11,51,44,0,1
56,0,95,0,44,12,22,44,46.0,4
45,0,95,0,44,-12,51,44,2,1
37,0,77,0,44,-1,40,44,10.0,1
68,0,95,0,44,0,51,44,0,1
39,-1,77,0,44,0,38.0,44,0,1
56,0,95,0,44,0,41,44,4.0,4
56,0,95,0,50,-10,41,44,6.0,4
44,0,95,0,44,0,37.0,44,2,1
37,0,95,0,44,0,53.0,51,8,1
37,0,77,0,28,22,51,44,82,1
46,-2.0,95,0,44,0,51,44,0,1
59,-4.0,95,0,44,0,25.0,44,0,1
95,0,95,0,44,25,27.0,44,0,1
44,-1,95,0,44,-31,38.0,44,2,1
51,0,95,0,50,0,45.0,47,82,1
56,-1,95,0,44,0,41,44,18.0,4
44,-4.0,95,0,44,0,37.0,44,0,1
77,0,95,0,44,-22,4.0,125.0,120.0,1
41,18,95,0,44,0,37.0,44,2,1
55,0,77,0,28,4,21.0,44,82,4
41,-1,95,0,44,9,46.0,44,0,1
47,0,77,0,44,0,31.0,51,0,1
39,0,95,0,44,0,42,44,0,1
49,0,95,0,50,22,31.0,44,0,1
43,0,95,0,44,21,44,44,0,1
95,0,77,0,44,0,32.0,44,0,1
58,-1,95,0,44,30,25.0,44,0,1
49,0,95,0,50,13,31.0,44,0,1
55,0,95,0,44,0,26.0,44,2,1
37,0,95,0,44,0,66.0,44,12.0,1
56,0,95,0,44,26,41,44,4.0,4
45,0,95,0,44,0,40,51,2,1
95,0,95,0,44,0,3.0,44,80.0,1
44,0,95,0,44,13,43.0,42,0,1
45,0,95,0,44,-6,41,42,2,1
95,0,95,0,44,10,37.0,44,0,1
95,0,95,0,50,13,31.0,44,0,1
40,-1,95,0,44,0,41,42,2,1
95,-2.0,95,0,50,0,41,47,6.0,4
37,0,77,0,44,0,41,51,54.0,1
85,0,95,0,44,0,3.0,44,86.0,1
81,0,95,0,44,-29,4.0,129.0,82,1
51,0,95,0,50,-15,27.0,44,2,1
55,0,95,0,44,0,23.0,44,46.0,4
43,-1,95,0,44,0,64.0,44,2,1
55,0,95,0,44,0,21.0,44,82,1
46,0,95,0,44,0,33.0,44,0,1
55,0,77,0,44,0,22,51,52.0,4
55,0,95,0,44,0,51,51,12.0,4
37,0,77,0,44,0,40,51,16.0,1
95,0,95,0,44,0,41,44,0,1
95,0,95,0,44,17,51,106.0,84.0,4
95,0,95,0,44,0,55.0,44,28.0,1
51,0,95,0,50,0,51,44,2,1
55,0,77,0,44,-14,22,44,38.0,4
45,0,95,0,44,0,51,44,0,1
56,-1,95,0,50,0,41,44,6.0,1
37,0,95,0,44,0,45.0,51,0,1
37,0,95,0,44,0,44,44,22.0,1
51,0,95,0,50,-28,31.0,44,2,1
45,-1,77,0,44,8,32.0,44,0,1
44,0,95,0,44,3,51,44,34.0,1
95,0,95,0,44,0,24.0,44,2,1
54,0,95,0,44,0,51,44,0,1
37,0,95,0,44,9,44,44,40,1
83,0,95,0,44,0,4.0,44,88.0,1
43,0,76,0,44,-24,51,44,2,1
37,0,76,0,44,6,40,44,6.0,1
56,0,95,0,44,0,51,44,32.0,4
44,-4.0,95,0,44,0,51,44,0,1
56,0,95,0,44,0,40,44,4.0,1
56,0,95,0,50,0,41,44,6.0,4
56,0,95,0,44,-17,22,44,50,4
38,0,95,0,44,31,56.0,44,0,1
37,0,95,0,44,9,45.0,44,0,1
41,0,95,0,44,9,42,44,0,1
37,0,95,0,44,0,42,44,26.0,1
53,0,95,0,44,0,25.0,51,2,1
39,0,95,0,44,0,41,51,82,1
95,0,95,0,50,0,51,44,6.0,4
55,0,95,0,50,0,42,44,6.0,4
55,0,95,0,44,0,41,50,8,4
56,0,95,0,44,0,51,51,18.0,4
46,0,95,0,44,11,42,44,0,1
55,0,95,0,44,0,36.0,44,24.0,4
56,-1,95,0,44,-12,22,44,30.0,4
56,0,95,0,44,1,36.0,44,2,1
51,0,95,0,50,-18,36.0,51,82,1
83,-2.0,95,0,44,0,5.0,44,78.0,1
95,-1,95,0,44,-17,60.0,44,2,1
56,0,95,0,44,0,23.0,44,56.0,4
95,0,95,0,44,0,41,42,0,1
55,0,95,0,44,0,23.0,44,12.0,4
53,0,95,0,44,-15,51,44,2,1
95,0,95,0,50,0,30.0,44,2,1
42,0,95,0,44,0,39,40,2,1
51,0,95,0,50,-13,36.0,44,2,1
53,0,95,0,44,-21,27.0,44,2,1
37,0,77,0,44,-28,41,44,6.0,1
45,-5.0,95,0,44,0,35.0,51,0,1
56,0,95,0,50,4,40,44,82,4
37,0,95,0,44,4,46.0,44,4.0,1
95,0,95,0,44,23,47.0,44,6.0,1
37,0,95,0,44,-13,38.0,44,12.0,1
81,0,95,0,-22,-11,4.0,108.0,104.0,1
84,0,95,0,44,0,5.0,44,78.0,1
56,0,95,0,44,31,40,42,82,1
49,0,95,0,50,30,36.0,44,0,1
41,0,95,0,44,0,36.0,44,0,1
43,0,95,0,44,0,42,44,82,1
95,0,95,0,44,0,51,51,34.0,1
55,0,95,0,44,0,51,44,38.0,4
38,0,95,0,44,0,48.0,47,0,1
95,0,95,0,44,-6,25.0,44,68.0,4
41,0,95,0,44,12,42,42,0,1
58,-4.0,95,0,44,0,28.0,51,2,1
45,0,95,0,44,0,40,44,2,1
42,0,95,0,44,0,44,44,0,1
37,0,76,0,44,-27,51,40,2,1
95,0,95,0,44,21,42,44,18.0,1
37,0,95,0,44,0,54.0,44,24.0,1
55,0,95,0,44,-26,41,50,8,4
43,0,76,0,44,0,33.0,51,2,1
37,0,95,0,44,-10,42,44,4.0,1
57,0,95,0,44,0,25.0,44,82,1
56,0,95,0,44,0,41,44,4.0,4
37,0,95,0,44,-1,42,51,2,1
95,0,95,0,44,-1,42,44,2,1
37,0,95,0,44,0,69.0,44,82,1
80,0,95,0,44,-17,4.0,51,118.0,1
53,0,95,0,44,0,25.0,44,0,1
43,0,95,0,44,-12,37.0,44,2,1
56,0,95,0,44,0,39,44,4.0,1
37,0,95,-24,28,0,67.0,44,8,1
55,0,95,0,44,-17,26.0,123.0,96.0,4
49,0,95,0,50,0,56.0,44,0,1
55,0,95,0,44,-13,51,50,8,4
48,0,95,0,44,-1,51,44,2,1
37,0,95,0,28,0,40,44,8,1
56,0,95,0,44,0,24.0,44,58.0,4
41,-2.0,95,0,44,7,46.0,44,0,1
45,0,95,0,44,-6,51,40,2,1
52,0,95,0,44,0,51,51,0,1
95,0,95,0,44,0,37.0,44,2,1
87,0,95,0,44,0,2,44,78.0,1
95,0,95,0,44,0,57.0,44,2,1
56,0,95,0,44,-20,40,44,2,1
55,0,77,0,-22,0,21.0,100.0,78.0,1
56,0,95,0,44,0,40,44,4.0,1
37,0,77,0,44,-75,41,44,2,1
49,0,95,0,50,0,39,44,0,1
56,0,95,0,44,0,25.0,44,82,4
51,-4.0,95,0,44,0,30.0,44,0,1
37,0,95,0,28,8,66.0,44,8,1
37,0,95,0,44,0,43.0,44,14.0,1
55,0,95,0,44,-25,23.0,44,50,4
58,-1,95,0,44,0,28.0,44,0,1
55,0,95,0,44,-16,36.0,44,82,4
42,0,95,0,44,0,44,44,82,1
95,0,95,0,44,-13,38.0,40,2,1
43,0,77,0,44,0,34.0,44,2,1
37,0,95,0,44,0,38.0,44,2,1
37,0,95,0,44,2,61.0,44,6.0,1
37,0,95,0,44,0,46.0,44,40,1
45,0,95,0,44,-13,35.0,44,2,1
45,0,95,0,44,-19,44,51,2,1
56,0,95,0,44,0,30.0,44,0,1
37,-1,95,0,44,0,64.0,44,6.0,1
53,0,95,0,44,-15,28.0,44,82,1
55,0,95,0,44,-30,51,123.0,96.0,4
80,-6.0,95,0,44,2,4.0,126.0,82,1
37,0,76,0,44,7,39,42,2,1
46,0,95,0,44,6,35.0,44,0,1
95,0,95,0,44,-13,68.0,44,22.0,1
38,0,95,0,44,0,51,44,0,1
49,-1,95,0,50,9,51,44,0,1
37,0,77,0,44,21,41,44,82,1
47,-1,95,0,44,0,33.0,51,82,1
51,0,95,0,44,10,31.0,44,0,1
52,-2.0,95,0,44,0,27.0,44,0,1
37,0,95,0,44,14,43.0,44,82,1
40,0,95,0,44,0,39,40,2,1
84,-1,95,0,44,0,3.0,44,82,1
40,0,95,0,44,0,57.0,44,2,1
43,-5.0,77,0,44,0,51,44,2,1
37,0,76,0,44,0,40,40,82,1
37,0,95,0,44,-16,46.0,44,34.0,1
95,0,95,0,44,0,40,44,0,1
95,0,95,0,44,2,41,44,14.0,4
37,0,95,0,44,0,43.0,44,16.0,1
37,0,95,0,28,0,45.0,44,8,1
49,0,95,0,44,0,33.0,44,2,1
37,0,95,0,44,16,41,40,0,1
56,0,95,0,44,9,41,44,4.0,4
37,0,95,0,44,-11,59.0,44,28.0,1
40,0,95,0,44,0,41,42,2,1
50,0,95,0,50,0,34.0,44,0,1
37,0,95,0,28,17,51,44,8,1
49,0,95,0,50,21,31.0,44,0,1
44,-4.0,77,0,44,-26,33.0,44,2,1
49,0,95,0,50,9,40,44,0,1
50,0,95,0,50,0,51,44,2,1
43,0,95,0,44,0,39,44,2,1
41,0,95,0,44,-30,51,44,2,1
84,0,95,0,44,0,3.0,51,88.0,1
42,0,95,0,44,0,39,44,2,1
45,-1,95,0,44,10,51,42,2,1
42,-4.0,95,0,44,0,44,44,82,1
49,-1,95,0,50,11,30.0,44,0,1
55,0,95,0,44,0,41,44,16.0,4
95,0,95,0,44,9,38.0,44,0,1
45,0,95,0,44,0,33.0,44,2,1
48,0,95,0,50,24,32.0,44,0,1
37,-12.0,95,0,44,-1,69.0,44,4.0,1
95,0,95,0,44,0,39,44,2,1
56,0,95,0,44,0,40,44,12.0,4
95,0,95,0,44,0,28.0,44,2,1
42,0,95,0,44,0,44,44,82,1
37,0,77,0,44,0,41,44,82,1
41,0,95,0,44,0,51,44,0,1
42,0,95,0,44,0,60.0,51,0,1
41,0,77,0,44,0,36.0,44,2,1
50,0,95,0,50,0,29.0,44,0,1
44,0,95,0,44,-25,35.0,44,2,1
41,0,95,0,44,0,44,44,2,1
45,0,95,0,44,0,39,44,2,1
37,0,95,0,44,0,42,44,4.0,1
37,0,95,0,28,31,69.0,44,8,1
55,0,95,0,44,3,41,50,8,4
55,-4.0,95,0,44,0,26.0,44,82,1
37,0,95,0,44,-6,43.0,44,82,1
37,0,95,0,44,-17,67.0,44,22.0,1
37,0,95,0,44,0,43.0,44,16.0,1
47,-5.0,95,0,44,0,35.0,44,0,1
37,0,95,0,44,13,71.0,44,0,1
43,0,95,0,44,0,34.0,44,2,1
55,0,95,0,44,4,40,51,4.0,4
42,0,76,0,44,0,51,44,0,1
51,0,95,0,50,0,37.0,51,2,1
53,0,95,0,44,0,35.0,44,2,1
95,0,95,0,44,0,3.0,51,90.0,1
55,0,95,0,-22,0,22,101,78.0,4
55,0,95,0,44,0,41,50,8,4
53,0,77,0,44,7,51,44,0,1
37,0,95,0,44,0,42,44,28.0,1
41,0,95,0,44,-24,38.0,51,2,1
55,0,95,0,44,0,23.0,44,14.0,4
42,0,95,0,44,0,40,44,0,1
37,0,95,0,44,0,66.0,44,14.0,1
44,0,95,0,44,9,63.0,44,0,1
55,0,95,0,44,0,51,44,14.0,1
37,0,95,0,44,0,44,44,14.0,1
42,0,95,0,44,0,54.0,44,0,1
37,0,95,0,28,31,38.0,44,8,1
95,0,95,0,44,0,33.0,44,0,1
44,-3.0,95,0,44,5,40,44,82,1
37,0,95,0,44,0,44,50,6.0,1
45,0,95,0,44,0,34.0,44,2,1
37,0,95,0,44,14,51,44,4.0,1
39,0,95,0,44,0,41,44,82,1
53,0,95,0,44,0,27.0,51,82,1
37,0,95,0,44,-21,41,44,32.0,1
50,0,77,0,50,0,26.0,44,2,1
45,0,95,0,44,21,42,44,0,1
44,0,95,0,44,-13,38.0,44,2,1
41,0,95,0,44,0,39,44,2,1
49,0,95,0,44,-26,29.0,44,2,1
45,0,95,0,44,0,42,44,2,1
56,0,95,0,44,7,40,44,4.0,4
37,0,95,0,44,2,46.0,44,6.0,1
46,0,95,0,44,-26,39,44,2,1
56,0,95,0,-22,1,24.0,103,80.0,4
95,0,95,0,44,0,42,42,82,1
55,0,95,0,44,-1,24.0,44,82,4
37,0,95,0,44,21,51,44,0,1
37,0,76,0,28,3,39,44,82,1
56,0,95,0,44,3,30.0,44,82,1
56,0,95,0,44,-10,40,51,82,1
37,0,95,0,44,0,43.0,44,26.0,1
49,-4.0,95,0,50,12,33.0,44,0,1
95,0,95,0,44,0,60.0,44,12.0,1
95,0,95,0,44,0,41,44,82,4
95,0,95,0,44,0,40,40,0,1
55,0,77,0,44,-10,22,44,38.0,1
44,-2.0,95,0,44,3,39,44,0,1
43,0,76,0,44,0,33.0,44,2,1
43,0,95,0,44,0,33.0,44,2,1
44,0,95,0,44,2,1,44,34.0,1
56,0,77,0,44,28,21.0,44,82,4
43,0,95,0,44,-6,42,44,2,1
43,0,95,0,44,-1,35.0,51,2,1
55,0,95,0,44,0,23.0,44,0,1
47,0,77,0,44,0,31.0,44,82,1
81,0,95,0,44,20,3.0,44,94.0,1
41,-1,95,0,44,4,37.0,44,82,1
49,0,95,0,50,2,33.0,44,0,1
43,-2.0,77,0,44,0,34.0,44,0,1
56,0,95,0,50,-28,39,44,6.0,4
95,0,95,0,44,7,45.0,51,6.0,1
37,-1,76,0,44,0,51,40,0,1
37,0,77,0,44,-20,51,44,50,1
41,0,95,0,44,0,38.0,44,0,1
41,0,95,0,44,-22,44,44,2,1
95,0,95,0,50,-28,30.0,44,2,1
66,0,95,0,44,31,47.0,44,0,1
37,0,77,0,44,-18,40,44,34.0,1
41,0,95,0,44,7,38.0,44,0,1
79,0,95,0,44,0,4.0,114.0,110.0,1
50,0,95,0,50,0,51,44,0,1
45,-1,95,0,44,0,40,42,2,1
82,0,95,0,44,0,3.0,44,82,1
56,0,77,0,44,17,22,44,10.0,4
38,0,95,0,44,-19,72.0,51,2,1
55,0,95,0,44,-14,37.0,44,16.0,4
76,-1,95,0,44,0,5.0,122.0,118.0,1
37,0,95,103,44,0,69.0,44,4.0,1
37,0,95,0,44,0,51,44,6.0,1
56,0,95,0,44,19,40,42,2,1
49,0,95,0,44,-14,36.0,44,2,1
37,0,77,0,44,6,40,44,12.0,1
55,-2.0,77,0,44,0,22,44,40,4
50,0,95,0,50,0,51,44,0,1
43,0,95,0,44,-1,51,44,2,1
37,0,95,0,44,-15,43.0,44,40,1
95,0,95,0,44,0,40,44,4.0,4
55,0,95,0,44,-14,42,44,12.0,4
95,0,95,0,44,0,44,51,0,1
37,0,77,0,44,0,41,44,28.0,1
47,0,95,0,44,0,39,40,0,1
52,0,95,0,44,-1,51,44,0,1
44,0,95,0,44,-25,51,44,2,1
51,0,95,0,50,0,27.0,44,2,1
37,0,95,0,44,18,42,44,14.0,1
56,-3.0,95,0,44,1,41,42,2,1
55,0,95,-24,44,0,19.0,44,58.0,4
55,0,77,0,44,18,51,44,16.0,4
95,0,95,0,44,0,40,47,6.0,4
49,-5.0,95,0,50,0,31.0,44,0,1
44,0,95,0,44,0,44,44,0,1
37,0,76,0,28,-1,51,47,8,1
95,0,95,0,44,0,45.0,44,2,1
55,0,77,0,44,-18,21.0,44,60,4
95,0,77,0,44,0,22,44,12.0,4
41,0,95,0,44,-1,40,42,82,1
45,0,95,0,44,0,44,44,0,1
41,0,95,0,44,0,42,51,82,1
45,-5.0,95,0,44,0,65.0,44,0,1
37,0,77,0,44,-20,51,44,8,1
95,0,95,0,44,-1,40,51,4.0,4
43,0,95,0,44,0,51,44,2,1
95,-2.0,95,0,44,0,58.0,44,0,1
95,0,95,0,44,0,68.0,44,2,1
50,0,95,0,50,0,58.0,44,0,1
43,0,77,0,44,-20,34.0,44,2,1
95,0,77,0,44,6,21.0,44,70.0,4
43,0,95,0,44,0,35.0,44,2,1
51,0,95,0,44,0,34.0,44,2,1
63,-1,95,0,44,0,49.0,44,0,1
37,0,95,0,44,28,51,51,6.0,1
46,0,95,0,44,9,35.0,44,0,1
37,0,76,0,44,18,40,44,2,1
44,0,95,0,44,8,40,44,0,1
95,0,95,0,44,0,36.0,51,0,1
41,0,95,0,44,0,48.0,50,2,1
48,0,95,0,44,0,35.0,44,2,1
55,0,77,0,44,0,51,51,34.0,4
95,-2.0,77,0,44,0,36.0,44,0,1
42,-3.0,95,0,44,0,36.0,44,2,1
37,0,95,0,44,1,41,44,22.0,1
42,-5.0,95,0,44,0,34.0,44,2,1
37,0,77,0,44,18,41,44,42,1
51,0,77,0,50,0,27.0,44,2,1
38,0,77,0,44,4,39,44,0,1
38,0,95,0,44,0,42,51,2,1
37,0,95,0,28,0,39,47,8,1
46,0,95,0,44,4,43.0,42,82,1
49,0,95,0,44,-21,37.0,44,2,1
37,0,95,0,44,0,43.0,44,16.0,1
45,0,95,0,44,0,37.0,44,0,1
43,0,95,0,44,0,36.0,51,2,1
59,-5.0,95,0,44,0,28.0,44,0,1
37,0,95,0,28,31,58.0,44,8,1
41,-3.0,76,0,44,3,35.0,44,0,1
37,0,95,0,44,0,55.0,44,24.0,1
80,0,95,0,44,0,51,117.0,114.0,1
49,0,95,0,50,20,36.0,44,0,1
51,-2.0,95,0,44,0,33.0,44,0,1
56,0,95,0,44,1,22,44,46.0,1
37,-1,77,0,-24,-14,51,103,62.0,1
56,0,95,0,44,0,23.0,44,56.0,4
55,0,95,0,44,-13,23.0,44,82,4
56,0,76,0,44,113,20.0,44,82,4
49,0,95,0,44,-6,33.0,44,2,1
37,0,95,0,44,18,46.0,44,32.0,1
55,0,77,0,44,0,22,51,38.0,4
95,0,95,0,44,0,71.0,44,12.0,1
44,0,95,0,44,0,1,44,32.0,1
37,0,95,0,44,6,38.0,44,8,1
95,-4.0,95,0,44,0,51,44,0,1
46,0,95,0,44,9,40,51,0,1
79,-2.0,95,0,44,213,51,117.0,112.0,1
58,0,95,0,44,0,23.0,44,2,1
46,0,95,0,44,-24,40,42,82,1
41,0,95,0,44,0,41,44,2,1
41,0,95,0,44,-16,42,44,2,1
55,0,95,0,44,-25,26.0,44,74.0,4
48,0,77,0,44,0,51,44,2,1
41,0,95,0,44,0,38.0,44,0,1
60,-3.0,95,0,44,0,50,44,2,1
37,0,95,0,44,3,66.0,44,6.0,1
45,0,95,0,44,-19,41,42,2,1
47,0,95,0,44,0,43.0,44,0,1
46,0,95,0,44,16,44,44,0,1
44,-2.0,95,0,44,0,51,44,36.0,1
57,0,95,0,44,0,51,44,0,1
52,0,95,0,44,31,33.0,44,0,1
49,-3.0,95,0,44,9,51,44,0,1
37,-4.0,77,0,44,0,40,44,16.0,1
37,-1,95,0,44,-37,46.0,44,82,1
49,0,95,0,50,0,35.0,44,82,1
41,0,95,0,44,-6,39,44,2,1
95,0,76,0,44,0,39,40,82,1
45,0,95,0,44,0,31.0,44,2,1
37,0,95,0,44,2,42,44,24.0,1
52,0,95,0,44,0,33.0,51,0,1
37,0,95,0,44,12,41,44,4.0,1
46,0,95,0,44,0,36.0,44,2,1
55,0,95,0,44,0,23.0,44,38.0,4
95,0,95,0,44,0,51,44,0,1
95,0,95,0,44,0,40,42,2,1
37,0,76,0,44,0,40,44,6.0,1
67,-4.0,95,0,44,0,43.0,44,0,1
38,-5.0,95,0,44,0,72.0,51,0,1
56,0,95,0,44,24,23.0,51,0,1
37,0,77,0,44,1,40,44,2,1
41,0,77,0,44,0,36.0,44,82,1
95,0,95,0,50,-14,29.0,44,2,1
37,0,95,0,44,0,43.0,44,2,1
45,0,95,0,44,27,51,44,0,1
45,-2.0,95,0,44,-23,33.0,44,2,1
45,-5.0,95,0,44,-21,51,44,2,1
55,0,95,0,44,4,25.0,44,64.0,4
44,-1,95,0,44,0,65.0,51,0,1
95,0,77,0,44,0,31.0,44,0,1
55,0,95,0,44,0,25.0,44,82,4
41,0,95,0,44,-15,45.0,44,2,1
41,0,95,0,44,0,37.0,44,2,1
52,0,95,0,44,3,35.0,44,0,1
95,0,95,0,44,-14,34.0,44,2,1
56,0,95,0,44,0,40,44,14.0,4
37,0,95,0,28,-27,51,44,8,1
55,0,77,0,44,5,22,44,46.0,4
37,0,76,0,44,1,40,50,10.0,1
37,0,95,0,44,0,44,44,14.0,1
50,0,95,0,50,0,28.0,44,0,1
49,0,95,0,44,-14,53.0,44,2,1
42,0,95,0,44,0,43.0,44,2,1
41,0,95,0,44,29,40,44,82,1
53,0,95,0,44,0,25.0,44,2,1
95,0,95,0,44,-30,51,44,2,1
37,0,95,0,44,5,47.0,44,12.0,1
79,0,95,0,44,0,4.0,127.0,122.0,1
53,-1,95,0,44,15,26.0,44,0,1
95,-1,95,0,44,0,46.0,51,0,1
43,0,95,0,44,0,32.0,44,2,1
44,-1,76,0,44,-28,32.0,44,2,1
46,-4.0,95,0,44,0,35.0,51,82,1
67,-2.0,95,0,44,0,43.0,51,0,1
56,0,95,0,44,4,22,44,0,1
37,0,95,0,44,0,71.0,44,0,1
44,0,77,0,44,0,51,44,2,1
95,0,95,0,44,20,37.0,44,82,1
56,-3.0,95,0,44,0,50,44,0,1
45,0,95,0,44,-30,40,42,2,1
47,0,95,0,44,0,33.0,44,0,1
51,-4.0,95,0,50,-11,32.0,44,2,1
48,-1,95,0,44,0,33.0,44,2,1
37,0,77,0,-22,-6,51,101,60,1
55,0,95,0,44,-22,26.0,123.0,82,4
51,0,95,0,50,-18,27.0,44,2,1
82,0,95,0,44,18,3.0,51,92.0,1
37,0,95,0,44,8,41,44,2,1
37,0,95,0,44,-15,41,42,2,1
41,0,77,0,44,16,36.0,44,82,1
95,0,95,0,44,0,51,44,2,1
95,0,95,0,44,15,40,51,16.0,4
45,-1,95,0,44,0,34.0,44,2,1
56,0,91,0,44,-15,35.0,91,82,4
41,0,95,0,44,-16,42,44,2,1
45,0,76,0,44,0,31.0,51,2,1
41,0,95,0,44,5,39,44,0,1
56,0,77,0,44,0,22,44,36.0,4
41,-4.0,77,0,44,-18,36.0,44,2,1
37,0,95,0,44,0,43.0,44,22.0,1
49,0,77,0,44,-14,28.0,44,2,1
55,0,77,0,44,0,22,44,0,1
55,0,95,0,44,0,41,44,14.0,4
56,0,95,0,50,0,41,44,6.0,4
52,0,95,0,44,0,35.0,44,0,1
46,-5.0,76,0,44,0,30.0,44,0,1
56,0,95,0,44,0,26.0,44,82,1
83,0,95,0,44,0,3.0,44,90.0,1
82,0,95,0,44,-6,3.0,44,92.0,1
37,0,95,0,28,0,38.0,44,8,1
45,0,95,0,44,0,41,42,2,1
38,0,95,0,44,7,42,44,0,1
38,-2.0,95,0,44,0,45.0,47,2,1
55,0,95,0,44,0,41,44,14.0,4
56,0,95,0,44,0,40,51,82,4
55,-1,95,0,50,12,43.0,44,6.0,4
37,-3.0,76,0,44,6,38.0,44,0,1
95,0,76,0,44,-6,20.0,44,72.0,1
37,0,95,0,44,31,38.0,44,4.0,1
95,0,95,0,44,0,41,44,4.0,1
40,-1,95,0,44,0,42,44,2,1
95,-3.0,95,0,44,0,47.0,47,0,1
56,0,95,0,44,0,23.0,44,42,4
