Dataset: beers
Original file: /root/datarepair/datasets/beers/dirty.csv
Clean file: /root/datarepair/datasets/beers/clean.csv
Repaired file: /root/datarepair/baselines/raha/repaired_datasets/beers/repaired_dirty.csv
Processing time: 180.43 seconds
Total errors detected: 4362
Total corrections applied: 4050

Corrections applied (Row,Column,Original_Value,Corrected_Value):
1653,3,"16.0 oz.","16"
1654,3,"16.0 oz","16"
1655,3,"16.0 oz","16"
1656,3,"16.0 ounce","12"
1657,3,"16.0 ounce","12"
1658,3,"16.0 oz.","16"
1659,3,"12.0 oz.","12"
1660,3,"12.0 ounce","12"
1661,3,"16.0 oz","16"
1662,3,"16.0 oz","16"
1663,3,"16.0 ounce","12"
1664,3,"12.0 OZ.","12"
1665,3,"12.0 ounce","12"
1666,3,"12.0 ounce","12"
1667,3,"12.0 oz.","12"
1668,3,"12.0 oz.","12"
1669,3,"12.0 OZ.","12"
1670,3,"12.0 oz.","12"
1671,3,"12.0 ounce","12"
1672,3,"12.0 oz.","12"
1673,3,"12.0 OZ.","12"
1674,3,"12.0 oz.","12"
1675,3,"12.0 oz.","12"
1676,3,"12.0 oz.","12"
1677,3,"16.0 oz.","16"
1678,3,"12.0 oz","12"
1679,3,"12.0 oz","12"
1680,3,"12.0 ounce","12"
1681,3,"12.0 OZ.","12"
1682,3,"12.0 oz.","12"
1683,3,"12.0 oz.","12"
1684,3,"12.0 OZ.","12"
1685,3,"12.0 oz","12"
1686,3,"12.0 oz.","12"
1687,3,"12.0 oz","12"
1688,3,"12.0 oz.","12"
1689,3,"12.0 oz.","12"
1690,3,"12.0 oz","12"
1691,3,"12.0 oz.","12"
1692,3,"12.0 oz.","12"
1693,3,"16.0 oz.","16"
1694,3,"16.0 oz","16"
1695,3,"16.0 oz.","16"
1696,3,"16.0 oz.","16"
1697,3,"16.0 ounce","12"
1698,3,"16.0 ounce","12"
1699,3,"16.0 oz.","16"
1700,3,"12.0 oz.","12"
1701,3,"12.0 oz","12"
1702,3,"16.0 ounce","12"
1703,3,"16.0 oz.","16"
1704,3,"16.0 ounce","12"
1705,3,"16.0 ounce","12"
1706,3,"12.0 ounce","12"
1707,3,"12.0 oz.","12"
1708,3,"16.0 ounce","12"
1709,3,"12.0 OZ.","12"
1710,3,"16.0 oz.","16"
1711,3,"16.0 oz.","16"
1712,3,"16.0 oz.","16"
1713,3,"16.0 oz.","16"
1714,3,"16.0 oz.","16"
1715,3,"16.0 oz.","16"
1716,3,"16.0 oz.","16"
1717,3,"16.0 oz.","16"
1718,3,"12.0 oz","12"
1719,3,"12.0 oz","12"
1720,3,"12.0 ounce","12"
1721,3,"12.0 ounce","12"
1722,3,"12.0 ounce","12"
1723,3,"12.0 ounce","12"
1724,3,"12.0 oz.","12"
1725,3,"12.0 oz.","12"
1726,3,"12.0 oz","12"
1727,3,"12.0 ounce","12"
1728,3,"12.0 oz.","12"
1729,3,"12.0 oz","12"
1730,3,"12.0 oz.","12"
1731,3,"12.0 oz.","12"
1732,3,"12.0 oz. Alumi-Tek","12"
1733,3,"12.0 oz.","12"
1734,3,"12.0 oz.","12"
1735,3,"12.0 oz.","12"
1736,3,"16.0 oz. Alumi-Tek","12"
1737,3,"16.0 oz","16"
1738,3,"16.0 oz.","16"
1739,3,"16.0 ounce","12"
1740,3,"16.0 oz.","16"
1741,3,"16.0 ounce","12"
1742,3,"16.0 oz","16"
1743,3,"12.0 oz","12"
1744,3,"12.0 OZ.","12"
1745,3,"12.0 oz. Alumi-Tek","12"
1746,3,"12.0 oz","12"
1747,3,"12.0 oz. Alumi-Tek","12"
1748,3,"12.0 oz.","12"
1749,3,"12.0 oz.","12"
1750,3,"12.0 OZ.","12"
1751,3,"12.0 oz.","12"
1752,3,"12.0 oz. Alumi-Tek","12"
1753,3,"12.0 oz","12"
1754,3,"12.0 oz.","12"
1755,3,"12.0 oz.","12"
1756,3,"12.0 ounce","12"
1757,3,"12.0 ounce","12"
1758,3,"16.0 oz","16"
1759,3,"16.0 oz.","16"
1760,3,"16.0 oz.","16"
1761,3,"16.0 ounce","12"
1762,3,"16.0 oz. Alumi-Tek","12"
1763,3,"16.0 oz.","16"
1764,3,"16.0 ounce","12"
1765,3,"12.0 oz. Alumi-Tek","12"
1766,3,"16.0 oz","16"
1767,3,"16.0 oz.","16"
1768,3,"16.0 ounce","12"
1769,3,"16.0 OZ.","16"
1770,3,"12.0 ounce","12"
1771,3,"12.0 ounce","12"
1772,3,"12.0 oz.","12"
1773,3,"12.0 oz.","12"
1774,3,"12.0 oz","12"
1775,3,"12.0 oz.","12"
1776,3,"12.0 oz.","12"
1777,3,"12.0 oz","12"
1778,3,"12.0 oz.","12"
1779,3,"12.0 oz.","12"
1780,3,"16.0 oz.","16"
1781,3,"16.0 ounce","12"
1782,3,"12.0 oz","12"
1783,3,"12.0 oz.","12"
1784,3,"12.0 oz.","12"
1785,3,"12.0 ounce","12"
1786,3,"12.0 oz.","12"
1787,3,"16.0 ounce","12"
1788,3,"16.0 oz","16"
1789,3,"12.0 oz.","12"
1790,3,"12.0 ounce","12"
1791,3,"12.0 oz.","12"
1792,3,"12.0 oz","12"
1793,3,"12.0 OZ.","12"
1794,3,"12.0 oz.","12"
1795,3,"12.0 ounce","12"
1796,3,"12.0 oz.","12"
1797,3,"12.0 oz","12"
1798,3,"12.0 oz.","12"
1799,3,"12.0 ounce","12"
1800,3,"12.0 ounce","12"
1801,3,"12.0 oz","12"
1802,3,"12.0 oz.","12"
1803,3,"12.0 ounce","12"
1804,3,"12.0 oz.","12"
1805,3,"12.0 ounce","12"
1806,3,"12.0 oz","12"
1807,3,"16.0 ounce","12"
1808,3,"12.0 ounce","12"
1809,3,"16.0 ounce","12"
1810,3,"12.0 ounce","12"
1811,3,"12.0 oz","12"
1812,3,"12.0 oz.","12"
1813,3,"12.0 oz.","12"
1814,3,"12.0 oz.","12"
1815,3,"12.0 oz.","12"
1816,3,"12.0 oz.","12"
1817,3,"16.0 oz.","16"
1818,3,"12.0 oz","12"
1819,3,"12.0 oz.","12"
1820,3,"12.0 oz.","12"
1821,3,"12.0 oz","12"
1822,3,"12.0 oz.","12"
1823,3,"12.0 ounce","12"
1824,3,"12.0 oz.","12"
1825,3,"12.0 oz. Alumi-Tek","12"
1826,3,"12.0 oz.","12"
1827,3,"12.0 oz.","12"
1828,3,"12.0 oz.","12"
1829,3,"16.0 oz","16"
1830,3,"16.0 oz","16"
1831,3,"16.0 oz.","16"
1832,3,"16.0 ounce","12"
1833,3,"16.0 oz","16"
1834,3,"16.0 ounce","12"
1835,3,"16.0 ounce","12"
1836,3,"16.0 oz.","16"
1837,3,"16.0 oz.","16"
1838,3,"12.0 oz.","12"
1839,3,"12.0 ounce","12"
1840,3,"12.0 oz.","12"
1841,3,"12.0 oz","12"
1842,3,"12.0 oz.","12"
1843,3,"12.0 oz.","12"
1844,3,"12.0 ounce","12"
1845,3,"12.0 oz.","12"
1846,3,"12.0 oz.","12"
1847,3,"12.0 oz.","12"
1848,3,"16.0 oz.","16"
1849,3,"12.0 ounce","12"
1850,3,"12.0 oz.","12"
1851,3,"16.0 oz.","16"
1852,3,"12.0 oz. Alumi-Tek","16"
1853,3,"16.0 oz","16"
1854,3,"12.0 oz.","12"
1855,3,"12.0 oz.","12"
1856,3,"12.0 oz","12"
1857,3,"12.0 oz. Alumi-Tek","12"
1858,3,"12.0 oz","12"
1859,3,"12.0 OZ.","12"
1860,3,"16.0 ounce","12"
1861,3,"24.0 ounce","12"
1862,3,"12.0 oz.","12"
1863,3,"12.0 oz.","12"
1864,3,"12.0 ounce","12"
1865,3,"16.0 OZ.","16"
1866,3,"16.0 ounce","12"
1867,3,"16.0 oz.","16"
1868,3,"16.0 oz.","16"
1869,3,"16.0 oz","16"
1870,3,"12.0 oz. Alumi-Tek","12"
1871,3,"16.0 oz.","16"
1872,3,"16.0 oz.","16"
1873,3,"16.0 ounce","12"
1874,3,"12.0 oz","12"
1875,3,"16.0 OZ.","16"
1876,3,"16.0 ounce","12"
1877,3,"16.0 ounce","12"
1878,3,"16.0 oz.","16"
1879,3,"16.0 oz.","16"
1880,3,"16.0 ounce","12"
1881,3,"12.0 oz","12"
1882,3,"12.0 oz","12"
1883,3,"12.0 OZ.","12"
1884,3,"12.0 ounce","12"
1885,3,"12.0 oz.","12"
1886,3,"12.0 oz","12"
1887,3,"12.0 oz.","12"
1888,3,"12.0 ounce","12"
1889,3,"12.0 oz.","12"
1890,3,"12.0 oz","12"
1891,3,"12.0 oz","12"
1892,3,"12.0 oz.","12"
1893,3,"12.0 oz","12"
1894,3,"12.0 ounce","12"
1895,3,"24.0 ounce","12"
1896,3,"24.0 ounce","12"
1897,3,"12.0 ounce","12"
1898,3,"12.0 oz. Alumi-Tek","12"
1899,3,"12.0 oz","12"
1900,3,"12.0 ounce","12"
1901,3,"12.0 oz.","12"
1902,3,"12.0 ounce","12"
1903,3,"12.0 oz.","12"
1904,3,"12.0 oz.","12"
1905,3,"12.0 oz. Alumi-Tek","12"
1906,3,"12.0 oz.","12"
1907,3,"12.0 oz. Alumi-Tek","12"
1908,3,"12.0 OZ.","12"
1909,3,"12.0 ounce","12"
1910,3,"12.0 oz.","12"
1911,3,"12.0 oz","12"
1912,3,"12.0 oz.","12"
1913,3,"12.0 oz","12"
1914,3,"12.0 ounce","12"
1915,3,"12.0 oz. Alumi-Tek","16"
1916,3,"12.0 oz.","12"
1917,3,"12.0 oz.","12"
1918,3,"12.0 oz","12"
1919,3,"12.0 oz.","12"
1920,3,"12.0 oz.","12"
1921,3,"12.0 ounce","12"
1922,3,"12.0 oz. Alumi-Tek","12"
1923,3,"12.0 OZ.","12"
1924,3,"12.0 oz","12"
1925,3,"16.0 oz","16"
1926,3,"12.0 oz","12"
1927,3,"12.0 OZ.","12"
1928,3,"16.0 oz.","16"
1929,3,"16.0 oz","16"
1930,3,"12.0 oz","12"
1931,3,"12.0 OZ.","12"
1932,3,"12.0 oz. Alumi-Tek","12"
1933,3,"12.0 oz.","12"
1934,3,"12.0 oz.","12"
1935,3,"12.0 OZ.","12"
1936,3,"16.0 oz.","16"
1937,3,"12.0 ounce","12"
1938,3,"16.0 ounce","12"
1939,3,"16.0 oz. Alumi-Tek","12"
1940,3,"16.0 oz.","16"
1941,3,"16.0 oz.","16"
1942,3,"12.0 oz.","12"
1943,3,"16.0 oz.","16"
1944,3,"16.0 ounce","12"
1945,3,"16.0 oz","16"
1946,3,"16.0 oz.","16"
1947,3,"12.0 oz","12"
1948,3,"12.0 oz.","12"
1949,3,"12.0 OZ.","12"
1950,3,"16.0 oz","16"
1951,3,"16.0 oz","16"
1952,3,"16.0 oz. Alumi-Tek","12"
1953,3,"16.0 ounce","16"
1954,3,"12.0 oz","12"
1955,3,"12.0 ounce","12"
1956,3,"12.0 oz.","12"
1957,3,"12.0 oz.","12"
1958,3,"12.0 ounce","12"
1959,3,"12.0 oz.","12"
1960,3,"12.0 oz","12"
1961,3,"16.0 oz.","16"
1962,3,"12.0 oz","12"
1963,3,"12.0 ounce","12"
1964,3,"12.0 oz","12"
1965,3,"12.0 oz","12"
1966,3,"16.0 ounce","16"
1967,3,"12.0 oz.","12"
1968,3,"12.0 oz.","12"
1969,3,"16.0 oz","16"
1970,3,"16.0 oz","16"
1971,3,"16.0 oz.","16"
1972,3,"16.0 OZ.","16"
1973,3,"16.0 oz","16"
1974,3,"16.0 oz.","16"
1975,3,"16.0 oz.","16"
1976,3,"12.0 oz","12"
1977,3,"16.0 OZ.","16"
1978,3,"12.0 oz.","12"
1979,3,"12.0 oz.","12"
1980,3,"12.0 oz","12"
1981,3,"12.0 oz.","12"
1982,3,"12.0 ounce","12"
1983,3,"12.0 ounce","12"
1984,3,"12.0 oz","12"
1985,3,"16.0 oz","16"
1986,3,"12.0 oz","12"
1987,3,"16.0 ounce","12"
1988,3,"12.0 oz","12"
1989,3,"12.0 ounce","12"
1990,3,"12.0 oz.","12"
1991,3,"12.0 oz","12"
1992,3,"12.0 oz","12"
1993,3,"12.0 oz. Alumi-Tek","12"
1994,3,"12.0 oz.","12"
1995,3,"12.0 oz. Alumi-Tek","12"
1996,3,"12.0 oz","12"
1997,3,"12.0 ounce","12"
1998,3,"12.0 oz.","12"
1999,3,"12.0 oz. Alumi-Tek","12"
2000,3,"12.0 oz","12"
2001,3,"12.0 oz","12"
2002,3,"16.0 oz.","16"
2003,3,"12.0 oz.","12"
2004,3,"16.0 ounce","12"
2005,3,"16.0 oz","16"
2006,3,"12.0 oz. Alumi-Tek","12"
2007,3,"12.0 oz. Alumi-Tek","12"
2008,3,"12.0 oz","12"
2009,3,"12.0 oz.","12"
2010,3,"12.0 ounce","12"
2011,3,"12.0 oz","12"
2012,3,"12.0 oz","12"
2013,3,"12.0 ounce","12"
2014,3,"12.0 oz.","12"
2015,3,"12.0 oz","12"
2016,3,"16.0 ounce","12"
2017,3,"12.0 OZ.","12"
2018,3,"12.0 oz.","12"
2019,3,"12.0 ounce","12"
2020,3,"12.0 oz","12"
2021,3,"12.0 oz.","12"
2022,3,"12.0 oz.","12"
2023,3,"12.0 oz.","12"
2024,3,"12.0 oz","12"
2025,3,"12.0 oz.","12"
2026,3,"12.0 oz.","12"
2027,3,"12.0 oz.","12"
2028,3,"12.0 oz.","12"
2029,3,"12.0 ounce","12"
2030,3,"16.0 ounce","16"
2031,3,"16.0 oz.","16"
2032,3,"16.0 ounce","12"
2033,3,"16.0 ounce","12"
2034,3,"16.0 oz.","16"
2035,3,"16.0 ounce","12"
2036,3,"16.0 oz.","16"
2037,3,"16.0 ounce","12"
2038,3,"16.0 oz","16"
2039,3,"16.0 ounce","12"
2040,3,"16.0 oz. Alumi-Tek","12"
2041,3,"16.0 oz","16"
2042,3,"16.0 oz.","16"
2043,3,"16.0 oz","16"
2044,3,"16.0 ounce","12"
2045,3,"16.0 ounce","12"
2046,3,"16.0 oz. Silo Can","12"
2047,3,"16.0 oz","16"
2048,3,"16.0 ounce","16"
2049,3,"16.0 oz.","16"
2050,3,"16.0 oz.","16"
2051,3,"16.0 OZ.","16"
2052,3,"16.0 ounce","12"
2053,3,"16.0 oz.","16"
2054,3,"16.0 oz.","16"
2055,3,"16.0 oz","16"
2056,3,"16.0 oz","16"
2057,3,"16.0 ounce","12"
2058,3,"16.0 oz. Alumi-Tek","12"
2059,3,"16.0 oz","16"
2060,3,"16.0 oz","16"
2061,3,"16.0 oz","16"
2062,3,"16.0 oz.","16"
2063,3,"16.0 oz","16"
2064,3,"16.0 oz.","16"
2065,3,"16.0 ounce","12"
2066,3,"16.0 oz","16"
2067,3,"16.0 oz.","16"
2068,3,"16.0 oz","16"
2069,3,"16.0 oz. Alumi-Tek","16"
2070,3,"12.0 OZ.","12"
2071,3,"12.0 ounce","12"
2072,3,"16.0 oz.","16"
2073,3,"16.0 oz.","16"
2074,3,"16.0 oz","16"
2075,3,"16.0 ounce","12"
2076,3,"16.0 ounce","12"
2077,3,"16.0 ounce","12"
2078,3,"16.0 oz","16"
2079,3,"16.0 oz","16"
2080,3,"16.0 oz.","16"
2081,3,"16.0 OZ.","16"
2082,3,"16.0 oz.","16"
2083,3,"16.0 oz.","16"
2084,3,"16.0 oz. Alumi-Tek","12"
2085,3,"12.0 oz","12"
2086,3,"12.0 oz.","12"
2087,3,"12.0 OZ.","12"
2088,3,"12.0 OZ.","12"
2089,3,"12.0 oz","12"
2090,3,"12.0 OZ.","12"
2091,3,"12.0 oz.","12"
2092,3,"12.0 oz.","12"
2093,3,"12.0 oz.","12"
2094,3,"12.0 oz.","12"
2095,3,"12.0 ounce","12"
2096,3,"12.0 oz.","12"
2097,3,"24.0 oz.","24"
2098,3,"12.0 oz. Silo Can","12"
2099,3,"24.0 oz.","24"
2100,3,"24.0 oz.","24"
2101,3,"12.0 oz","12"
2102,3,"12.0 ounce","12"
2103,3,"16.9 OZ.","16"
2104,3,"16.0 oz.","16"
2105,3,"16.0 oz.","16"
2106,3,"16.0 OZ.","16"
2107,3,"16.0 oz","16"
2108,3,"16.0 oz","16"
2109,3,"16.0 oz","16"
2110,3,"16.0 ounce","12"
2111,3,"16.0 oz.","16"
2112,3,"16.0 ounce","12"
2113,3,"16.0 oz.","16"
2114,3,"16.0 OZ.","16"
2115,3,"12.0 ounce","12"
2116,3,"16.0 oz","16"
2117,3,"16.0 oz.","16"
2118,3,"16.0 oz.","16"
2119,3,"16.0 oz","16"
2120,3,"16.0 oz","16"
2121,3,"16.0 oz. Alumi-Tek","12"
2122,3,"16.0 oz.","16"
2123,3,"16.0 oz.","16"
2124,3,"16.0 oz. Alumi-Tek","12"
2125,3,"16.0 oz.","16"
2126,3,"16.0 oz.","16"
2127,3,"16.0 oz","16"
2128,3,"12.0 oz","12"
2129,3,"12.0 ounce","12"
2130,3,"12.0 oz.","12"
2131,3,"12.0 oz.","12"
2132,3,"12.0 oz.","12"
2133,3,"12.0 oz. Alumi-Tek","12"
2134,3,"12.0 ounce","12"
2135,3,"12.0 oz","12"
2136,3,"12.0 ounce","12"
2137,3,"12.0 oz","12"
2138,3,"12.0 oz","12"
2139,3,"12.0 oz.","12"
2140,3,"16.0 oz","16"
2141,3,"16.0 oz.","16"
2142,3,"16.0 oz.","16"
2143,3,"16.0 oz.","16"
2144,3,"16.0 oz. Alumi-Tek","12"
2145,3,"16.0 oz. Alumi-Tek","12"
2146,3,"12.0 ounce","12"
2147,3,"12.0 ounce","12"
2148,3,"12.0 ounce","12"
2149,3,"12.0 oz.","12"
2150,3,"12.0 ounce","12"
2151,3,"12.0 oz","12"
2152,3,"12.0 oz","12"
2153,3,"16.0 oz","16"
2154,3,"16.0 oz","16"
2155,3,"16.0 ounce","16"
2156,3,"16.0 ounce","16"
2157,3,"16.0 oz.","16"
2158,3,"16.0 oz","16"
2159,3,"16.0 oz.","16"
2160,3,"16.0 oz","16"
2161,3,"12.0 ounce","12"
2162,3,"12.0 oz. Alumi-Tek","12"
2163,3,"12.0 ounce","12"
2164,3,"16.0 oz.","16"
2165,3,"12.0 OZ.","12"
2166,3,"16.0 oz.","16"
2167,3,"16.0 oz.","16"
2168,3,"12.0 oz.","12"
2169,3,"12.0 oz. Alumi-Tek","12"
2170,3,"12.0 oz","12"
2171,3,"12.0 oz","12"
2172,3,"12.0 ounce","12"
2173,3,"12.0 ounce","12"
2174,3,"12.0 oz. Alumi-Tek","12"
2175,3,"12.0 oz.","12"
2176,3,"12.0 oz.","12"
2177,3,"12.0 oz. Silo Can","12"
2178,3,"12.0 oz","12"
2179,3,"16.0 oz","16"
2180,3,"16.0 oz.","16"
2181,3,"16.0 oz","16"
2182,3,"16.0 OZ.","16"
2183,3,"12.0 ounce","12"
2184,3,"12.0 oz","12"
2185,3,"12.0 oz","12"
2186,3,"12.0 oz","12"
2187,3,"16.0 ounce","16"
2188,3,"16.0 oz","16"
2189,3,"16.0 oz","16"
2190,3,"16.0 OZ.","16"
2191,3,"16.0 ounce","16"
2192,3,"16.0 oz.","16"
2193,3,"16.0 oz","16"
2194,3,"16.0 oz.","16"
2195,3,"16.0 oz.","16"
2196,3,"12.0 ounce","12"
2197,3,"12.0 oz","12"
2198,3,"12.0 oz","12"
2199,3,"12.0 ounce","12"
2200,3,"12.0 oz.","12"
2201,3,"12.0 oz","12"
2202,3,"12.0 oz.","12"
2203,3,"12.0 oz.","12"
2204,3,"12.0 oz.","12"
2205,3,"16.0 oz.","16"
2206,3,"16.0 oz.","16"
2207,3,"12.0 oz.","12"
2208,3,"12.0 oz","12"
2209,3,"12.0 oz. Alumi-Tek","12"
2210,3,"12.0 oz.","12"
2211,3,"12.0 ounce","12"
2212,3,"12.0 ounce","12"
2213,3,"16.0 ounce","12"
2214,3,"16.0 ounce","12"
2215,3,"12.0 oz.","12"
2216,3,"16.0 ounce","12"
2217,3,"12.0 ounce","12"
2218,3,"12.0 oz.","12"
2219,3,"16.0 ounce","12"
2220,3,"12.0 ounce","12"
2221,3,"12.0 oz. Alumi-Tek","12"
2222,3,"12.0 oz.","12"
2223,3,"12.0 oz","12"
2224,3,"12.0 oz","12"
2225,3,"12.0 oz","12"
2226,3,"12.0 ounce","12"
2227,3,"12.0 ounce","12"
2228,3,"12.0 oz.","12"
2229,3,"12.0 ounce","12"
2230,3,"12.0 ounce","12"
2231,3,"12.0 oz","12"
2232,3,"12.0 oz.","12"
2233,3,"12.0 ounce","12"
2234,3,"12.0 ounce","12"
2235,3,"16.0 oz","16"
2236,3,"12.0 oz","12"
2237,3,"12.0 oz.","12"
2238,3,"12.0 oz.","12"
2239,3,"12.0 oz. Alumi-Tek","16"
2240,3,"12.0 oz","12"
2241,3,"12.0 ounce","12"
2242,3,"12.0 ounce","12"
2243,3,"12.0 oz","12"
2244,3,"12.0 OZ.","12"
2245,3,"12.0 oz","12"
2246,3,"16.0 oz.","16"
2247,3,"12.0 oz","12"
2248,3,"12.0 oz.","12"
2249,3,"12.0 oz","12"
2250,3,"12.0 ounce","12"
2251,3,"12.0 OZ.","12"
2252,3,"12.0 oz","12"
2253,3,"12.0 oz.","12"
2254,3,"12.0 OZ.","12"
2255,3,"12.0 ounce","12"
2256,3,"12.0 oz","12"
2257,3,"12.0 oz.","12"
2258,3,"12.0 oz.","12"
2259,3,"12.0 oz.","12"
2260,3,"12.0 ounce","12"
2261,3,"16.0 oz","16"
2262,3,"16.0 oz.","16"
2263,3,"16.0 ounce","12"
2264,3,"16.0 ounce","12"
2265,3,"16.0 oz","16"
2266,3,"16.0 ounce","12"
2267,3,"16.0 oz","16"
2268,3,"16.0 oz.","16"
2269,3,"16.0 oz.","16"
2270,3,"16.0 OZ.","16"
2271,3,"12.0 oz","12"
2272,3,"12.0 OZ.","12"
2273,3,"12.0 oz","12"
2274,3,"12.0 oz.","12"
2275,3,"16.0 oz.","16"
2276,3,"16.0 oz. Alumi-Tek","12"
2277,3,"16.0 oz.","16"
2278,3,"19.2 oz.","19"
2279,3,"19.2 oz","19"
2280,3,"19.2 oz.","19"
2281,3,"19.2 OZ.","19"
2282,3,"19.2 OZ.","19"
2283,3,"12.0 oz.","12"
2284,3,"12.0 oz.","12"
2285,3,"19.2 oz","19"
2286,3,"19.2 oz.","19"
2287,3,"16.0 oz.","16"
2288,3,"16.0 ounce","12"
2289,3,"12.0 oz.","12"
2290,3,"12.0 oz.","12"
2291,3,"12.0 ounce","12"
2292,3,"12.0 oz","12"
2293,3,"12.0 oz","12"
2294,3,"12.0 oz.","12"
2295,3,"12.0 ounce","12"
2296,3,"16.0 OZ.","16"
2297,3,"12.0 oz","12"
2298,3,"12.0 oz.","12"
2299,3,"12.0 ounce","12"
2300,3,"12.0 oz. Alumi-Tek","12"
2301,3,"12.0 ounce","12"
2302,3,"12.0 oz.","12"
2303,3,"12.0 ounce","12"
2304,3,"12.0 ounce","12"
2305,3,"12.0 ounce","12"
2306,3,"16.0 oz.","16"
2307,3,"16.0 oz.","16"
2308,3,"16.0 ounce","12"
2309,3,"16.0 OZ.","16"
2310,3,"16.0 oz","16"
2311,3,"12.0 ounce","12"
2312,3,"12.0 oz","12"
2313,3,"12.0 oz.","12"
2314,3,"12.0 OZ.","12"
2315,3,"12.0 oz.","12"
2316,3,"12.0 oz. Alumi-Tek","12"
2317,3,"12.0 ounce","12"
2318,3,"12.0 oz","12"
2319,3,"12.0 oz","12"
2320,3,"12.0 OZ.","12"
2321,3,"12.0 OZ.","12"
2322,3,"12.0 ounce","12"
2323,3,"12.0 OZ.","12"
2324,3,"12.0 ounce","12"
2325,3,"12.0 oz","12"
2326,3,"12.0 oz.","12"
2327,3,"12.0 oz.","12"
2328,3,"12.0 oz.","12"
2329,3,"12.0 oz.","12"
2330,3,"16.0 oz","16"
2331,3,"16.0 oz.","16"
2332,3,"16.0 oz.","16"
2333,3,"16.0 oz.","16"
2334,3,"12.0 oz.","12"
2335,3,"12.0 oz.","12"
2336,3,"12.0 ounce","12"
2337,3,"12.0 oz.","12"
2338,3,"12.0 ounce","12"
2339,3,"12.0 ounce","12"
2340,3,"12.0 oz.","12"
2341,3,"12.0 oz","12"
2342,3,"12.0 oz.","12"
2343,3,"12.0 oz","12"
2344,3,"12.0 oz","12"
2345,3,"16.0 ounce","12"
2346,3,"12.0 oz","12"
2347,3,"12.0 ounce","12"
2348,3,"12.0 ounce","12"
2349,3,"12.0 oz","12"
2350,3,"12.0 oz.","12"
2351,3,"12.0 oz","12"
2352,3,"12.0 oz","12"
2353,3,"12.0 oz.","12"
2354,3,"12.0 oz.","12"
2355,3,"12.0 ounce","12"
2356,3,"16.0 ounce","12"
2357,3,"12.0 oz","12"
2358,3,"12.0 oz.","12"
2359,3,"12.0 oz.","12"
2360,3,"12.0 oz. Alumi-Tek","12"
2361,3,"12.0 oz","12"
2362,3,"12.0 ounce","12"
2363,3,"12.0 OZ.","12"
2364,3,"12.0 oz","12"
2365,3,"12.0 oz. Alumi-Tek","12"
2366,3,"12.0 oz","12"
2367,3,"12.0 oz.","12"
2368,3,"12.0 ounce","12"
2369,3,"12.0 oz","12"
2370,3,"12.0 oz","12"
2371,3,"12.0 oz.","12"
2372,3,"12.0 ounce","12"
2373,3,"12.0 oz","12"
2374,3,"16.0 oz. Alumi-Tek","12"
2375,3,"16.0 oz.","16"
2376,3,"16.0 oz.","16"
2377,3,"16.0 ounce","16"
2378,3,"16.0 oz","16"
2379,3,"16.0 ounce","12"
2380,3,"16.0 oz","16"
2381,3,"12.0 oz.","12"
2382,3,"12.0 ounce","12"
2383,3,"12.0 oz.","12"
2384,3,"12.0 OZ.","12"
2385,3,"12.0 oz","12"
2386,3,"12.0 ounce","12"
2387,3,"12.0 OZ.","12"
2388,3,"12.0 oz.","12"
2389,3,"12.0 oz.","12"
2390,3,"12.0 oz","12"
2391,3,"12.0 oz.","12"
2392,3,"12.0 oz","12"
2393,3,"12.0 ounce","12"
2394,3,"12.0 oz.","12"
2395,3,"16.0 oz","16"
2396,3,"12.0 oz.","12"
2397,3,"12.0 oz","12"
2398,3,"12.0 oz","12"
2399,3,"12.0 oz","12"
2400,3,"12.0 oz","12"
2401,3,"12.0 oz.","12"
2402,3,"12.0 oz","12"
2403,3,"12.0 oz.","12"
2404,3,"12.0 oz.","12"
2405,3,"12.0 oz.","12"
2406,3,"12.0 oz. Alumi-Tek","12"
2407,3,"12.0 oz.","12"
2408,3,"12.0 ounce","12"
2409,3,"12.0 oz.","12"
1287,4,"0.065%","0.065"
1287,5,"N/A",""
0,5,"N/A",""
1,5,"N/A",""
2,5,"N/A",""
3,5,"N/A",""
4,5,"N/A",""
5,5,"N/A",""
6,5,"N/A",""
7,5,"N/A",""
8,5,"N/A",""
9,5,"N/A",""
10,5,"N/A",""
11,5,"N/A",""
12,5,"N/A",""
13,5,"N/A",""
15,5,"N/A",""
16,5,"N/A",""
17,5,"N/A",""
18,5,"N/A",""
19,5,"N/A",""
20,5,"N/A",""
23,5,"N/A",""
40,5,"N/A",""
41,5,"N/A",""
44,5,"N/A",""
45,5,"N/A",""
46,5,"N/A",""
47,5,"N/A",""
48,5,"N/A",""
50,5,"N/A",""
52,5,"N/A",""
61,5,"N/A",""
79,5,"N/A",""
90,5,"N/A",""
91,5,"N/A",""
92,5,"N/A",""
93,5,"N/A",""
94,5,"N/A",""
96,5,"N/A",""
97,5,"N/A",""
98,5,"N/A",""
99,5,"N/A",""
100,5,"N/A",""
101,5,"N/A",""
102,5,"N/A",""
103,5,"N/A",""
104,5,"N/A",""
119,5,"N/A",""
120,5,"N/A",""
121,5,"N/A",""
122,5,"N/A",""
123,5,"N/A",""
124,5,"N/A",""
125,5,"N/A",""
126,5,"N/A",""
127,5,"N/A",""
133,5,"N/A",""
141,5,"N/A",""
142,5,"N/A",""
143,5,"N/A",""
152,5,"N/A",""
156,5,"N/A",""
157,5,"N/A",""
158,5,"N/A",""
