Cont1,Cont2,Cont3,Cont4,Cont5,Cont6,Cont7,Cont8,Cont9,Cont10
41,-2,95,0,38,-13,67.0,44,2,1
56,0,95,0,44,44,34.0,44,0,1
50,0,78,2,50,0,28.0,51,0,1
46,0,95,1,44,-25.0,43,44,2,1
56,0,95,0,46,0,37,46,2,1
37,5,78,0,44,0,41,86,44,1
44,-2,79,0,44,-30,35.0,44,2,1
56,0,95,4,46,0,42,44,8,1
56,-2,81,0,44,-5,36,44,2,1
56,0,76,-2,34,-5,40,44,2,1
37,0,84,0,26,-6,47,44,12,1
41,4,79,0,38,-4,38,44,2,1
44,0,86,-6,44,0,43,42,0,1
55,2,83,-3,44,0,29.0,51,0,1
41,0,76,0,38,-5,34.0,51,2,1
52,0,95,4,44,0,36,44,0,1
43,0,78,-6,44,-2,35.0,44,2,1
46,0,84,-2,44,-5,51,44,0,1
37,0,92,8,44,0,55.0,44,30,1
45,0,95,0,44,-23,33.0,51,2,1
46,2,81,0,44,12,35.0,44,0,1
38,0,95,0,38,0,39,44,0,1
56,-11,95,2,36,0,69.0,44,0,1
56,-1,86,-3,44,4,41,42,2,1
41,0,76,0,42,20,51,44,0,1
42,-1,83,0,42,0,41,42,2,1
53,2,86,0,44,2,32.0,44,2,1
79,-2,84,0,44,44,4,125,120,5
37,0,80,0,44,-5,43,44,8,1
55,0,79,0,20,-1,51,44,34,4
56,1,95,0,44,-1,36,44,0,1
55,0,95,0,44,44,42,46,4,4
45,0,86,-5,46,24,40,39,0,1
44,3,76,0,44,44,32.0,44,0,1
56,0,81,0,-10,0,25,44,66,4
43,0,86,-1,42,-1,43,45,2,1
46,1,95,0,46,0,57.0,51,0,1
51,0,77,0,50,-7,27.0,44,2,1
55,-1,86,0,44,-2,30.0,44,2,1
39,1,95,0,38,0,51,42,0,1
84,5,95,0,6,-12,5,44,78,5
39,-2,79,0,38,0,39,44,0,1
37,0,95,-2,24,-9,51,82,14,1
43,2,76,0,42,-5,32.0,44,2,1
56,0,76,-1,44,44,32.0,44,0,1
44,0,86,0,42,-5,42,44,2,1
41,0,95,8,42,25,49.0,48,0,1
41,0,80,-5,44,-5,39,51,0,1
56,0,95,-4,44,44,41,45,4,4
42,5,95,4,42,0,45,46,2,1
37,2,80,-6,36,0,43,44,2,1
57,3,95,0,44,0,31.0,51,2,1
55,0,95,0,-4,-12,51,44,2,4
58,0,95,0,56,0,30.0,44,2,1
56,0,95,-1,50,0,43,44,6,4
40,2,76,0,38,0,36,44,2,1
56,0,95,0,46,0,40,51,10,4
56,0,95,0,46,-13,36,51,2,1
45,-5,81,0,44,-5,36,44,2,1
79,1,84,2,44,1,4,125,120,5
45,3,95,-6,44,0,51,51,0,1
45,0,79,-1,46,44,33.0,44,0,1
49,-2,77,0,50,2,51,44,0,1
56,0,95,3,42,-5,46,46,0,1
37,0,76,0,26,-22,40,44,10,1
55,0,79,0,12,-5,23,44,42,4
55,0,92,0,10,0,37,82,46,4
55,0,92,3,-4,4,36,44,60.0,4
37,0,76,0,36,-28.0,39,51,2,1
37,0,95,0,6,0,42,73,32,1
37,0,79,0,44,0,42,44,2,1
47,1,95,0,46,0,61.0,44,0,1
37,0,77,0,20,-5,40,56,16,1
85,0,95,0,44,44,3,44,80,5
49,0,81,0,46,-7,32.0,44,2,1
56,0,79,0,56,5,23,44,0,1
47,0,95,-7,46,-5,35.0,44,0,1
56,3,79,0,16,2,51,44,40,1
43,0,95,0,42,-2,62.0,51,2,1
37,0,80,3,44,0,43,44,18,1
55,0,77,-3,10,-5,22,44,46,4
44,0,79,-3,44,-5,35.0,44,0,1
37,0,77,0,28,261.0,51,48,8,1
56,3,77,0,38,0,39,39,0,1
56,-1,77,0,38,0,39,44,0,1
46,0,95,0,44,-13,39,41,2,1
55,-1,95,-2,46,-4,42,44,8,4
56,0,79,0,46,0,34.0,51,0,1
55,0,79,3,16,44,23,44,40,4
62,0,95,0,44,-7,51,44,2,1
37,2,77,0,36,44,39,41,2,1
51,0,95,0,50,-8,36,44,2,1
37,0,80,0,44,0,43,44,26,1
42,-1,95,0,42,0,64.0,44,0,1
47,0,81,1,46,0,34.0,44,0,1
51,4,84,0,50,0,34.0,51,2,1
54,0,95,1,44,-5,54.0,44,2,1
51,0,95,2,50,-9,36,44,2,1
39,-5,81,4,38,-5,42,42,0,1
56,0,95,0,44,-29.0,40,44,6,4
56,0,95,0,46,-28.0,40,51,2,1
39,0,95,-2,38,0,39,51,0,1
85,-1,95,0,2,-6,4,86,82,5
46,0,86,0,46,0,51,51,0,1
51,0,95,0,50,-7,37,39,2,1
57,3,95,0,56,0,51,44,0,1
55,0,77,0,-18,1,21,44,74.0,4
82,0,95,0,-6,44,51,44,90.0,5
56,0,95,0,44,44,39,44,0,1
101,-4,95,-6,44,0,1,44,2,5
104,3,95,0,44,0,1,51,2,1
37,0,95,0,10,0,51,51,2,1
53,-1,95,0,44,0,23,44,0,1
37,0,79,0,10,44,42,44,26,1
37,0,95,1,36,-5,70.0,51,0,1
58,0,81,8,56,0,51,44,2,1
37,0,95,0,8,-23,51,44,30,1
56,2,84,0,56,0,28.0,44,0,1
56,0,95,0,44,-5,41,44,12,4
45,2,95,0,44,-6,36,44,2,1
56,0,95,-7,24,0,67.0,81,2,1
43,5,95,0,42,0,65.0,44,2,1
37,0,76,-1,44,-5,51,44,2,1
56,3,95,0,46,1,42,44,10,4
45,0,79,-1,44,-8,33.0,44,2,1
49,0,95,-4,50,14,40,39,0,1
44,0,79,-1,44,-2,35.0,44,0,1
48,0,81,0,46,0,32.0,44,2,1
56,0,95,-2,44,5,51,46,4,4
82,0,86,0,-12,-15,3,51,96,5
71,-10,76,-7,44,0,5,117.0,112.0,5
37,0,75,-7,28,-1,38,46,8,1
56,3,76,0,44,-5,32.0,44,0,1
54,-5,95,0,0,0,19.0,44,54.0,4
37,0,95,0,10,8,43,44,26,1
56,0,76,-1,42,0,33.0,44,2,1
56,0,76,0,-14,-23,20.0,44,72.0,4
56,0,92,0,0,44,36,44,56,4
37,5,77,0,36,0,40,41,0,1
53,0,77,0,44,-3,25,44,2,1
55,0,95,0,44,-5,26,121.0,94.0,4
53,-3,95,0,44,0,55.0,44,0,1
37,0,77,-1,44,0,40,75,34,1
41,0,77,0,44,-5,37,51,0,1
37,0,95,0,30,24,56.0,44,6,1
37,0,81,0,36,4,43,44,2,1
55,-4,95,-1,44,44,25,44,64.0,4
49,1,86,0,46,-4,38,44,2,1
45,-2,81,0,46,44,35.0,44,0,1
56,0,77,2,-24,-19,21,103,82,4
37,0,77,0,44,-5,51,44,2,1
56,0,95,3,56,0,40,39,0,1
45,0,86,1,44,-4,41,42,2,1
56,0,95,0,6,0,4,44,78,5
56,4,95,0,44,2,63.0,44,0,1
56,1,95,-9,28,0,68.0,44,2,1
41,0,76,0,38,-5,34.0,44,2,1
49,0,95,0,50,0,41,41,0,1
50,0,95,-1,50,-5,56.0,44,2,1
49,0,95,0,50,12,40,44,0,1
44,2,95,2,44,4,43,44,0,1
37,0,76,3,30,0,39,45,6,1
37,0,79,0,44,-2944.0,51,121.0,78,1
51,0,86,2,50,0,36,44,2,1
56,0,92,0,-2,-15,51,44,58,4
55,0,95,0,-12,-17,26,44,68.0,4
37,0,77,0,36,-24,39,41,2,1
55,0,95,0,44,-12,41,44,2,4
51,-5,95,0,44,44,59.0,44,0,1
48,0,95,0,50,44,38,51,0,1
55,0,95,0,50,-13,41,48,6,4
47,-3,95,0,46,-5,40,41,0,1
56,2,86,1,56,0,30.0,44,0,1
43,0,83,3,42,0,39,51,2,1
56,0,95,0,44,0,1,44,32,5
56,0,95,-1,38,-5,46,48,2,1
37,0,75,6,24,44,38,44,14,1
56,1,79,0,16,20,23,44,40,4
56,0,79,0,10,4,23,44,2,4
37,0,78,0,36,-11,41,42,2,1
37,0,80,0,10,-21.0,51,44,26,1
45,0,81,0,46,0,35.0,51,0,1
37,0,77,0,44,0,41,51,26,1
55,0,81,0,44,5,26,44,68.0,1
37,0,75,3,28,-5,38,46,8,1
55,0,76,0,-22,4,21,44,78,4
56,0,77,0,28,0,41,44,8,1
52,0,84,0,44,-5,31.0,44,2,1
53,1,95,0,44,-23,34.0,44,2,1
37,0,76,-2,36,1,40,44,0,1
37,0,78,0,-4,-1,42,44,42,1
38,-1,95,-2,6,-7,53.0,86,32,1
56,0,76,0,44,8,51,44,64.0,4
56,0,81,0,44,-29.0,28.0,44,2,1
55,0,95,0,12,-13,51,51,42,4
44,0,75,0,44,2,31.0,44,0,1
37,0,95,0,26,-1,60.0,44,12,1
44,1,79,0,44,44,36,51,0,1
43,0,95,0,44,25,39,44,0,1
55,0,77,1,-24,0,22,103,82,4
43,0,95,0,44,44,37,51,0,1
56,0,78,0,44,8,22,44,12,4
45,4,95,0,44,0,32.0,44,0,1
55,0,95,-5,50,12,42,48,6,4
41,0,95,0,38,-1,48.0,44,2,1
46,0,95,0,44,-27.0,42,44,2,1
49,-4,84,0,50,44,51,44,0,1
56,1,95,0,50,-26.0,41,48,6,1
55,0,95,-2,46,-5,42,44,2,1
38,-1,76,0,38,1,38,44,0,1
56,0,81,2,44,44,25,44,64.0,4
39,-4,95,0,38,-5,51,39,0,1
51,0,95,0,44,1,51.0,44,0,1
38,2,92,0,26,1,54.0,44,12,1
51,0,95,0,44,44,40,39,0,1
49,0,81,0,50,-5,33.0,44,0,1
56,-2,86,0,38,0,46,44,2,1
53,0,79,0,44,0,26,44,2,1
53,-2,81,0,44,-30,27.0,51,2,1
37,0,79,-3,44,0,42,44,12,1
37,0,95,0,44,-13,58.0,75,16,1
56,0,81,0,0,21,25,81,56,4
37,0,77,0,-18,-26.0,40,44,54.0,1
56,0,95,5,50,0,41,48,8,1
37,0,81,0,44,-22,44,45,2,1
41,0,95,0,38,-13,59.0,44,2,1
46,-3,83,0,44,0,36,44,0,1
37,0,95,0,18,-16,51,44,18,1
37,0,95,-2,16,-11,67.0,44,22,1
47,0,95,-4,44,0,34.0,51,0,1
47,-1,95,0,46,-5,38,39,0,1
50,4,95,0,44,0,38,39,0,1
37,0,95,-3,30,0,69.0,75,6,1
45,1,86,0,44,-7,40,42,2,1
45,0,95,-5,44,-5,43,44,0,1
38,0,95,0,38,44,64.0,44,2,1
56,0,79,0,44,-5,23,44,42,4
37,0,76,0,28,-22,40,48,8,1
38,-1,75,0,38,0,37,51,0,1
49,1,95,0,46,-3,40,51,2,1
56,1,79,-6,50,4,30.0,44,0,1
56,0,77,0,46,0,29.0,44,2,1
37,0,95,0,30,20,59.0,51,2,1
38,0,95,0,6,0,53.0,86,34,1
51,0,95,0,44,-5,26,44,0,1
37,0,77,1,36,6,41,51,0,1
49,4,83,1,50,44,34.0,44,0,1
37,-2,77,0,38,4,39,44,0,1
55,-5,95,0,44,0,42,46,4,4
58,-1,86,-3,56,-4,28.0,44,2,1
45,0,95,0,46,21,40,39,0,1
56,2,95,0,44,44,51,44,12,1
44,0,79,0,42,-27.0,51,44,2,1
56,2,77,0,38,-5,39,44,0,1
42,-2,95,-3,42,0,46,46,0,1
55,0,83,3,44,-5,28.0,44,0,1
80,4,84,0,44,-5,4,112.0,108.0,5
55,0,95,0,44,26,51,51,2,1
66,0,95,0,44,4,46,45,0,1
43,0,77,1,44,-5,34.0,44,0,1
47,-3,84,0,46,0,37,51,0,1
53,1,84,0,44,-8,31.0,44,2,1
37,0,77,0,44,-4,40,41,2,1
40,-1,95,0,38,0,56.0,44,2,1
45,0,95,1,46,0,40,39,0,1
41,0,95,2,42,-5,48.0,48,0,1
56,0,95,0,16,0,55.0,44,22,1
43,0,95,0,44,26,39,44,0,1
52,0,95,0,44,0,51,44,0,1
56,-3,95,-2,44,-5,51,44,2,1
49,0,95,0,50,0,51,44,0,1
56,5,95,0,50,-8,41,48,2,4
37,0,80,2,36,-9,43,44,2,1
55,0,95,0,-42,-5,26,126.0,100,4
55,0,95,0,36,0,39,51,20,4
56,1,95,-1,20,0,52.0,44,16,1
43,0,95,0,42,-3,44,46,2,1
49,-1,84,0,50,-5,35.0,44,0,1
49,0,86,0,44,-18,37,39,2,1
56,1,79,0,12,-13,23,44,42,4
40,-5,77,0,38,0,38,51,2,1
56,-4,78,0,46,0,32.0,44,0,1
48,0,77,0,46,-11,28.0,51,2,1
56,0,81,0,26,-24,44,51,10,1
47,0,95,1,46,0,41,42,0,1
53,2,80,0,44,44,27.0,51,2,1
56,1,95,0,30,-20.0,60.0,44,6,1
37,0,77,0,2,-30,40,44,34,1
47,0,83,0,46,0,37,44,0,1
45,-5,80,0,44,-2,35.0,44,2,1
37,0,77,0,20,2,40,44,16,1
45,-1,81,0,46,0,36,51,0,1
55,0,95,0,46,44,41,44,8,4
38,-7,78,0,-2,-11,40,81,40,1
39,-4,75,0,38,0,36,44,0,1
56,0,95,0,44,-5,26,44,2,1
49,-1,95,0,50,8,57.0,44,0,1
37,0,95,0,28,-30,70.0,78,8,1
37,0,81,0,36,-9,51,45,2,1
41,-1,76,-1,42,44,35.0,44,0,1
41,2,78,0,44,14,37,44,0,1
49,0,83,0,50,6,51,44,0,1
76,0,95,-6,-42,-9,4,124.0,120,5
37,0,83,5,34,0,45,44,4,1
48,0,95,5,44,0,39,41,2,1
37,-1,76,0,20,0,40,44,2,1
44,0,84,0,42,-14,40,44,2,1
45,-4,95,0,46,44,38,44,0,1
37,0,76,5,30,24,40,45,6,1
44,0,80,0,44,20,36,44,0,1
37,-3,95,0,36,0,51,44,0,1
38,0,80,0,38,0,42,41,0,1
42,3,76,0,42,1,34.0,44,0,1
49,2,83,0,46,-2,51,44,2,1
45,0,79,0,46,20,51,44,0,1
45,0,84,0,46,44,39,51,0,1
105,-2,95,-4,44,0,1,44,34,1
81,0,95,-5,-22,0,51,108.0,104.0,5
39,2,95,0,38,0,51,44,0,1
55,0,81,0,-2,-5,25,44,2,4
51,-3,77,0,50,-17,27.0,44,2,1
43,0,86,0,44,-3,43,45,2,1
51,-1,77,0,50,-5,27.0,44,2,1
47,-1,95,-1,44,0,42,42,0,1
37,1,79,0,20,-5,41,44,16,1
41,1,86,0,38,-7,46,48,2,1
47,0,78,0,46,0,51,44,0,1
63,0,95,0,44,0,49.0,44,0,1
37,0,95,0,10,0,53.0,81,28,1
79,0,83,-5,44,-1990.0,4,184.0,180.0,5
37,0,95,5,30,0,69.0,75,6,1
56,0,92,0,56,44,36,44,0,1
56,0,95,0,50,44,57.0,44,0,1
51,1,95,0,44,44,34.0,44,0,1
56,0,95,1,42,21,40,51,2,4
46,-4,86,0,46,0,41,44,0,1
55,0,95,1,44,21,42,44,2,1
56,0,79,-1,6,-4,23,44,50,4
45,-1,79,0,46,0,33.0,44,0,1
50,1,79,0,50,0,29.0,44,0,1
48,0,84,6,46,0,36,44,2,1
53,0,95,0,44,-5,51,44,0,1
37,0,78,0,0,0,41,78,36,1
40,2,95,0,38,0,49.0,44,2,1
55,-4,80,-6,-2,-5,25,51,58,4
39,0,95,8,38,0,58.0,59,0,1
55,0,95,0,44,0,41,44,2,4
39,-2,95,0,38,0,41,41,2,1
45,-31.0,83,0,44,259.0,38,51,0,1
37,0,76,5,28,-5,40,48,2,1
52,0,95,-1,44,-5,51,44,2,1
56,0,79,0,44,44,24,44,48,4
53,0,95,0,44,44,51.0,44,0,1
56,0,81,0,44,0,25,86,2,4
41,1,84,0,42,0,43,44,0,1
56,0,95,0,38,-5,41,44,18,4
56,5,95,0,50,0,43,44,2,4
55,0,95,3,46,0,51,46,8,1
37,-1,78,0,36,-22,41,51,2,1
56,0,77,0,46,-5,31.0,44,0,1
49,-4,83,0,50,1,51,44,2,1
45,3,95,0,44,-5,58.0,44,0,1
42,-1,77,0,42,0,34.0,44,2,1
43,5,79,-2,44,0,35.0,44,2,1
53,0,86,2,44,44,33.0,44,0,1
37,0,76,0,20,-9,39,44,16,1
46,0,86,-2,46,-4,40,39,0,1
56,0,92,0,24,2,51,44,14,1
37,-1,77,8,20,0,41,44,16,1
37,0,95,-4,12,0,42,44,24,1
37,0,80,0,8,0,43,44,28,1
37,-2,83,-2,34,0,46,44,2,1
55,0,95,-4,44,0,42,48,6,4
45,0,83,4,44,-20.0,51,39,2,1
53,4,78,0,44,44,25,44,0,1
44,0,95,0,44,12,45,45,0,1
47,-2,83,0,46,0,37,44,0,1
49,1,83,0,46,-13,34.0,51,2,1
44,1,95,0,44,-5,56.0,56,2,1
45,-6,83,0,44,44,38,39,0,1
37,0,84,0,44,-3,47,44,8,1
37,0,95,0,44,21,66,78,12,1
37,0,76,3,20,-5,39,51,16,1
37,0,81,0,28,-3,51,51,8,1
49,0,77,0,44,0,28.0,44,0,1
56,0,81,-1,-6,21,25,44,64.0,4
37,-2,81,-6,28,-12,44,44,8,1
56,2,95,0,44,-1,42,44,12,1
56,0,84,0,44,-6,51,44,2,1
41,0,78,0,44,-15,37,39,2,1
46,0,95,-2,46,0,39,39,2,1
56,4,95,0,44,-23,39,41,2,1
53,1,79,0,44,0,25,44,0,1
51,3,86,0,50,-22,35.0,44,2,1
56,0,76,-7,-18,0,20.0,44,74.0,1
80,-2,84,0,-14,-6,4,44,96,5
37,0,78,-1,16,44,41,44,2,1
55,3,95,0,50,0,41,44,6,4
44,3,95,0,44,1,63.0,44,0,1
38,5,83,-1,38,-2,44,44,0,1
56,0,95,0,46,0,41,44,8,4
61,0,95,0,44,-5,50.0,44,2,1
37,0,81,0,28,44,44,44,8,1
37,0,77,0,6,-5,40,44,2,1
42,-2,77,0,42,0,35.0,51,2,1
56,0,81,-2,44,-49.0,35.0,51,2,1
49,0,77,3,50,0,28.0,44,0,1
45,3,76,0,44,0,32.0,51,0,1
46,0,76,0,46,44,30.0,44,0,1
56,-1,77,0,26,-6,22,44,30,4
44,3,79,0,44,44,35.0,44,0,1
55,0,95,0,42,6,42,56,14,4
41,5,76,0,42,25,35.0,44,0,1
63,1,95,3,44,0,48.0,44,2,1
42,-5,95,8,42,0,55.0,56,2,1
41,0,95,0,38,-11,56.0,44,2,1
56,0,80,0,24,25,24,44,32,4
56,0,95,5,-12,0,26,44,68.0,4
41,0,83,-2,38,-4,42,44,2,1
37,0,80,-6,36,0,43,44,0,1
102,2,95,2,44,12,1,51,30,5
39,0,86,4,44,0,47,44,0,1
52,0,78,-1,44,0,26,51,2,1
56,0,95,2,44,44,31.0,51,2,1
37,0,80,0,34,44,43,46,2,1
43,-1,76,1,42,-7,33.0,44,2,1
56,0,76,0,34,-5,39,42,2,1
39,0,95,-5,38,0,44,44,2,1
49,0,77,0,44,-5,28.0,44,2,1
45,0,95,0,46,44,36,44,0,1
51,0,81,-1,44,-5,51,44,0,1
45,5,95,0,44,0,36,51,2,1
37,0,79,0,26,1,51,44,12,1
55,-2,95,2,44,0,43,44,16,4
37,0,95,1,28,0,39,48,8,1
37,0,95,0,44,-5,38,51,10,1
53,5,95,0,44,-5,38,51,2,1
44,0,95,0,44,44,51,51,0,1
37,0,95,0,16,0,58.0,44,22,1
51,0,86,0,44,-8,51,44,2,1
52,0,95,0,44,6,35.0,44,0,1
37,0,76,0,26,44,39,44,10,1
37,0,77,-1,16,-3,51,44,22,1
43,-2,79,0,42,-5,35.0,44,2,1
55,0,95,8,46,0,37,46,8,4
37,0,81,0,28,12,44,44,2,1
37,0,95,0,24,0,59.0,73,14,1
37,0,76,0,24,12,39,44,2,1
49,0,79,0,46,-9,51,44,2,1
56,0,77,0,44,-23,22,44,40,4
37,0,95,0,18,0,68.0,44,20,1
47,3,95,0,46,0,56.0,56,0,1
55,0,95,0,42,0,51,44,14,4
56,0,95,0,42,1,40,51,14,4
56,0,81,0,-18,-8,25,44,74.0,4
49,0,95,0,50,5,62.0,44,0,1
51,0,95,3,50,-5,31.0,44,2,1
49,0,84,0,44,5,36,44,0,1
56,0,95,6,46,0,63.0,51,0,1
49,0,95,0,46,-3,33.0,44,2,1
42,1,86,5,42,-5,44,45,2,1
51,0,95,-1,50,-26.0,36,44,2,1
56,0,78,0,46,-5,51,44,2,1
55,0,79,0,10,21,23,44,46,4
41,0,79,0,38,-5,51,41,2,1
56,0,95,0,24,-6,21,44,32,4
37,0,77,8,20,0,41,44,16,1
37,0,95,0,16,20,58.0,44,22,1
37,0,86,0,38,44,48.0,44,0,1
45,0,95,0,44,-14,40,41,2,1
56,0,95,0,46,-4,40,44,2,1
46,0,95,0,44,-17,36,44,2,1
37,0,103,0,30,-5,51,44,6,1
44,0,80,0,42,-17,36,39,2,1
55,0,95,0,46,-19,41,44,8,4
37,-1,79,3,16,-5,42,51,2,1
48,0,81,0,46,-6,33.0,44,2,1
55,0,95,0,44,4,41,42,2,1
43,0,83,1,42,-10,39,41,2,1
55,0,77,0,-6,-6,21,51,2,4
45,4,81,0,44,-1,36,44,2,1
40,0,95,0,38,-5,40,41,2,1
56,1,95,0,30,-25.0,60.0,44,6,1
55,0,95,0,44,4,51,42,0,1
55,0,77,0,44,44,22,106.0,84,4
37,0,79,0,44,-5,42,51,2,1
37,0,103,-1,24,0,66,44,14,1
48,3,95,0,46,0,40,41,2,1
38,2,77,0,44,-25.0,39,51,2,1
37,0,80,0,20,14,51,59,16,1
38,0,76,0,36,-30,38,39,2,1
56,0,95,0,44,0,2,44,34,5
56,0,81,0,44,-5,25,44,2,4
42,1,95,6,42,0,46,44,2,1
39,-5,76,-2,-2,0,37,44,42,1
55,0,77,0,-4,-4,21,82,60.0,1
37,0,77,3,28,0,41,44,8,1
56,0,103,0,18,-7,66,85,18,1
37,0,95,0,16,-21.0,59.0,81,2,1
53,0,95,0,44,-7,51,44,2,1
56,0,95,-5,44,0,51,51,2,4
55,0,77,-2,-4,136.0,21,82,60.0,4
56,-1,95,6,42,0,40,44,14,1
37,0,95,-5,28,-8,39,51,8,1
37,0,103,0,30,6,66,51,6,1
56,0,95,-6,28,0,67.0,76,2,1
40,6,95,0,38,0,53.0,44,2,1
55,0,95,0,44,-21.0,40,44,2,4
37,0,78,0,10,-18,41,44,26,1
41,0,76,0,42,44,35.0,44,0,1
43,-5,77,0,44,44,34.0,44,0,1
56,0,77,0,-14,44,21,44,72.0,4
56,2,81,3,44,0,27.0,44,0,1
37,0,95,0,26,8,51,44,2,1
43,0,95,0,42,-5,51,51,2,1
60,0,95,0,44,0,50.0,44,2,1
37,0,95,0,18,-6,47,44,18,1
49,0,95,1,50,44,47,51,0,1
56,-4,95,0,44,0,37,44,0,1
54,12,95,-2,50,0,41,51,2,4
55,-3,95,0,44,6,42,46,4,4
37,0,95,0,12,-12,57.0,51,24,1
37,0,79,0,10,-1,43,44,26,1
37,0,76,0,24,4,39,44,14,1
56,1,78,3,24,-5,22,44,2,4
55,0,80,0,-2,-5,25,44,58,4
84,1,86,0,-2,0,3,44,86,5
107,1,95,0,44,0,1,44,38,5
55,0,77,0,6,-8,22,44,50,1
37,0,95,-2,8,-30,58.0,44,30,1
56,0,83,0,-42,-48.0,4,127.0,124.0,1
79,-1,84,0,44,14,51,125,120,5
48,-2,83,0,46,-5,35.0,51,2,1
56,0,79,0,10,-10,42,44,26,1
55,0,78,5,10,-5,23,44,46,4
49,0,95,0,50,1,39,51,2,1
58,0,95,0,56,0,30.0,44,0,1
46,5,81,0,44,-24,35.0,51,2,1
43,0,83,0,42,0,40,41,2,1
41,0,77,-3,42,0,51,44,0,1
37,0,76,0,36,44,40,44,0,1
37,0,95,2,34,-30,71.0,75,4,1
37,0,79,0,24,44,42,44,14,1
49,1,86,0,50,8,38,51,0,1
43,0,83,0,42,-14,39,41,2,1
37,0,79,1,18,44,51,51,18,1
45,0,83,0,44,-10,38,39,2,1
37,0,95,0,34,-8,51,44,2,1
37,0,80,0,30,-5,43,44,6,1
56,3,95,0,44,-5,51,46,4,4
56,-3,95,0,44,0,33.0,44,0,1
42,0,95,4,42,0,55.0,56,0,1
56,0,86,-2,44,20,42,42,0,1
44,1,95,0,44,-5,59.0,44,0,1
42,0,79,-4,42,0,51,44,2,1
57,0,95,-1,44,0,39,39,0,1
49,0,95,-1,46,-29.0,57.0,59,2,1
42,-2,81,0,42,-5,38,39,2,1
48,0,86,-1,46,-1,39,44,2,1
37,0,77,0,6,-20.0,40,44,32,1
37,0,95,0,44,44,55.0,44,8,1
56,-4,80,0,34,1,43,46,4,1
55,0,95,-1,50,0,39,45,6,1
44,0,78,0,44,6,34.0,44,0,1
41,0,84,0,38,-23,43,45,2,1
37,0,81,0,28,-14,51,44,8,1
48,0,95,-7,46,0,39,41,2,1
79,0,83,0,44,44,4,112.0,108.0,5
55,0,95,0,50,44,37,44,6,1
56,0,95,0,44,-19,34.0,44,2,1
38,0,80,0,44,-5,42,41,2,1
46,-5,95,3,46,0,63.0,44,0,1
45,0,83,0,46,8,37,44,0,1
43,5,95,0,44,0,51.0,51,2,1
56,0,79,0,20,-5,23,44,34,4
37,-4,80,0,36,-5,43,44,2,1
49,4,95,0,46,0,38,51,2,1
56,0,77,0,20,44,41,44,16,1
56,0,95,1,44,-5,41,51,4,4
53,-4,81,0,44,-19,51,44,2,1
48,-3,77,6,46,-5,28.0,44,2,1
38,0,79,3,38,0,41,44,2,1
46,0,76,0,46,0,30.0,44,0,1
37,0,95,0,16,-16,68.0,44,22,1
37,5,95,0,36,0,69.0,44,0,1
56,0,75,0,20,44,38,44,16,1
44,0,86,6,44,0,51,51,0,1
49,2,95,1,44,44,42,41,2,1
45,0,77,0,46,44,32.0,44,0,1
56,3,95,0,46,0,40,51,10,4
41,5,84,0,38,-17,43,45,2,1
56,-1,79,0,24,44,51,44,14,1
55,0,95,0,50,-17,51,44,2,4
44,0,83,0,42,-30,40,42,2,1
52,0,81,-7,44,-5,30.0,44,0,1
51,-1,95,0,44,0,34.0,44,0,1
47,4,95,0,46,-5,34.0,44,0,1
56,-2,77,3,38,44,40,39,2,1
49,0,81,0,50,5,51,44,0,1
38,1,77,0,38,0,40,39,0,1
37,0,81,0,28,-8,45,44,8,1
56,3,86,0,44,-7,31.0,44,2,1
56,0,77,2,12,0,40,44,24,1
37,0,76,0,26,44,40,51,2,1
55,0,81,-4,-18,-29.0,26,44,74.0,1
37,0,75,0,44,0,37,39,2,1
37,0,95,0,0,-4,46,44,36,1
55,0,77,0,44,24,51,106.0,84,4
46,0,95,0,44,-5,42,44,2,1
49,0,80,0,44,6,31.0,44,0,1
55,0,95,0,46,44,41,44,8,4
37,0,78,0,8,-1,41,44,30,1
41,2,95,0,44,0,44,44,0,1
56,0,95,-4,50,-5,46,46,0,1
56,-2,86,0,50,-15,36,44,2,1
41,0,79,-4,42,4,38,44,0,1
42,0,84,-1,42,-5,42,44,2,1
56,0,95,0,44,24,40,42,2,1
79,3,83,0,44,0,4,130.0,2,5
56,0,84,0,50,0,35.0,44,0,1
37,-1,95,0,44,0,61.0,44,2,1
44,0,77,2,42,-16,34.0,44,2,1
85,0,95,0,0,-5,3,44,84,5
55,0,92,0,-4,-20.0,36,44,60.0,4
56,0,86,0,44,-5,32.0,44,2,1
41,0,80,-2,38,-26.0,39,41,2,1
43,-1,79,0,42,-12,35.0,44,2,1
45,5,83,0,44,0,38,39,0,1
55,0,95,0,44,44,38,51,50,4
46,0,95,0,46,-5,64.0,44,0,1
81,0,95,0,-42,-26.0,51,129.0,124.0,5
37,0,75,2,34,0,37,41,4,1
56,0,95,0,44,-19,35.0,51,2,1
44,0,77,0,44,2,51,44,0,1
42,0,78,6,42,0,36,44,2,1
55,-1,83,0,44,44,28.0,44,0,1
49,4,84,0,44,-5,35.0,44,0,1
44,-1,76,0,42,-27.0,32.0,44,2,1
45,0,78,-4,44,20,33.0,44,0,1
37,0,79,0,44,0,42,44,16,1
51,0,95,0,44,26,36,44,0,1
55,0,95,0,50,-5,41,44,6,4
37,0,76,0,34,6,39,42,4,1
55,0,95,-3,50,0,41,48,6,4
57,-4,81,0,56,0,24,44,0,1
